Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,OJT_Eligible,OJT_Readiness,Credit_Progress_Category,OJT_Credit_Gap,OJT_Credit_Progress,OJT_Eligibility_Gap_Category,Academic_Risk_Index,Academic_Stability,OJT_Semester_Gap,OJT_Planning_Status,Required_Average_Credits_Per_Semester,Credit_Completion_Efficiency
3,5.68,120,36,84,30.0,12.0,64,4,6,3,1,1,5,False,3.0,Developing,64,36,Far_From_Eligible,15,0,2,Moderate_Planning_Gap,32.0,100.0
2,6.98,120,42,78,35.0,21.0,58,3,2,0,1,0,6,False,43.0,Developing,58,42,Far_From_Eligible,6,40,4,Long_Term_Planning,14.5,100.0
6,5.61,120,87,33,72.5,14.5,13,5,6,3,2,1,7,False,20.5,Advanced,13,87,Near_Eligible,17,0,1,Approaching_OJT,13.0,100.0
8,7.15,120,114,6,95.0,14.25,0,0,1,1,0,0,8,False,89.0,Near_Completion,0,100,Eligible,2,80,0,OJT_Ready_Stage,0.0,100.0
6,6.98,120,102,18,85.0,17.0,0,2,5,0,1,0,6,True,70.0,Near_Completion,0,100,Eligible,8,20,0,OJT_Ready_Stage,0.0,100.0
5,7.98,120,88,32,73.33,17.6,12,0,1,0,0,0,7,False,82.0,Advanced,12,88,Near_Eligible,1,90,2,Moderate_Planning_Gap,6.0,100.0
7,7.37,120,115,5,95.83,16.43,0,1,0,1,0,0,8,False,88.5,Near_Completion,0,100,Eligible,2,80,1,Approaching_OJT,0.0,99.99
1,6.36,120,20,100,16.67,20.0,80,3,2,1,1,0,5,False,26.0,Early,80,20,Far_From_Eligible,7,30,4,Long_Term_Planning,20.0,100.0
4,6.91,120,69,51,57.5,17.25,31,3,2,1,1,0,6,False,50.5,Developing,31,69,Moderate_Gap,7,30,2,Moderate_Planning_Gap,15.5,100.0
5,7.36,120,91,29,75.83,18.2,9,0,1,0,0,0,7,False,83.5,Advanced,9,91,Near_Eligible,1,90,2,Moderate_Planning_Gap,4.5,100.0
6,7.77,120,103,17,85.83,17.17,0,1,2,1,0,0,7,False,78.5,Near_Completion,0,100,Eligible,4,60,1,Approaching_OJT,0.0,99.98
6,8.18,120,100,20,83.33,16.67,0,0,0,0,0,0,6,True,90.0,Near_Completion,0,100,Eligible,0,100,0,OJT_Ready_Stage,0.0,99.98
4,6.94,120,64,56,53.33,16.0,36,1,3,2,1,0,6,False,46.0,Developing,36,64,Moderate_Gap,7,30,2,Moderate_Planning_Gap,18.0,100.0
4,7.83,120,71,49,59.17,17.75,29,1,2,1,0,0,5,False,62.5,Developing,29,71,Moderate_Gap,4,60,1,Approaching_OJT,29.0,100.0
5,6.68,120,87,33,72.5,17.4,13,1,3,0,1,0,7,False,69.5,Advanced,13,87,Near_Eligible,5,50,2,Moderate_Planning_Gap,6.5,100.0
3,6.2,120,48,72,40.0,16.0,52,1,3,0,1,0,6,False,50.0,Developing,52,48,Far_From_Eligible,5,50,3,Long_Term_Planning,17.33,100.0
6,8.45,120,109,11,90.83,18.17,0,1,1,1,0,0,7,False,83.5,Near_Completion,0,100,Eligible,3,70,1,Approaching_OJT,0.0,99.98
3,6.57,120,46,74,38.33,15.33,54,1,3,2,1,0,5,False,37.0,Developing,54,46,Far_From_Eligible,7,30,2,Moderate_Planning_Gap,27.0,100.0
5,8.14,120,90,30,75.0,18.0,10,1,1,0,0,0,7,False,80.0,Advanced,10,90,Near_Eligible,2,80,2,Moderate_Planning_Gap,5.0,100.0
5,7.86,120,90,30,75.0,18.0,10,1,1,1,0,0,6,False,74.0,Advanced,10,90,Near_Eligible,3,70,1,Approaching_OJT,10.0,100.0
5,5.36,120,75,45,62.5,15.0,25,3,6,1,1,0,6,False,45.5,Advanced,25,75,Moderate_Gap,11,0,1,Approaching_OJT,25.0,100.0
1,6.18,120,17,103,14.17,17.0,83,2,4,1,0,0,6,False,28.5,Early,83,17,Far_From_Eligible,7,30,5,Long_Term_Planning,16.6,100.0
3,6.52,120,42,78,35.0,14.0,58,1,2,0,1,0,5,False,49.0,Developing,58,42,Far_From_Eligible,4,60,2,Moderate_Planning_Gap,29.0,100.0
4,7.97,120,77,43,64.17,19.25,23,1,1,1,0,0,5,False,67.5,Advanced,23,77,Moderate_Gap,3,70,1,Approaching_OJT,23.0,100.0
5,8.46,120,97,23,80.83,19.4,3,1,2,0,0,0,6,False,81.5,Near_Completion,3,97,Near_Eligible,3,70,1,Approaching_OJT,3.0,100.0
5,7.6,120,100,20,83.33,20.0,0,1,2,0,0,0,6,True,83.0,Near_Completion,0,100,Eligible,3,70,1,Approaching_OJT,0.0,100.0
6,7.42,120,108,12,90.0,18.0,0,0,2,0,0,0,6,True,90.0,Near_Completion,0,100,Eligible,2,80,0,OJT_Ready_Stage,0.0,100.0
3,7.42,120,52,68,43.33,17.33,48,1,0,1,0,0,6,False,57.0,Developing,48,52,Moderate_Gap,2,80,3,Long_Term_Planning,16.0,100.0
6,6.58,120,105,15,87.5,17.5,0,3,2,0,0,0,7,True,79.5,Near_Completion,0,100,Eligible,5,50,1,Approaching_OJT,0.0,100.0
3,5.95,120,40,80,33.33,13.33,60,3,3,3,1,0,6,False,22.0,Developing,60,40,Far_From_Eligible,10,0,3,Long_Term_Planning,20.0,100.0
5,7.05,120,88,32,73.33,17.6,12,1,1,0,0,0,7,False,79.0,Advanced,12,88,Near_Eligible,2,80,2,Moderate_Planning_Gap,6.0,100.0
4,9.09,120,77,43,64.17,19.25,23,0,0,0,0,0,5,False,78.5,Advanced,23,77,Moderate_Gap,0,100,1,Approaching_OJT,23.0,100.0
4,7.08,120,69,51,57.5,17.25,31,1,2,0,0,0,6,False,67.5,Developing,31,69,Moderate_Gap,3,70,2,Moderate_Planning_Gap,15.5,100.0
8,6.43,120,109,11,90.83,13.62,0,1,1,1,1,0,8,False,78.5,Near_Completion,0,100,Eligible,4,60,0,OJT_Ready_Stage,0.0,100.0
6,5.86,120,84,36,70.0,14.0,16,4,3,1,2,0,6,False,48.0,Advanced,16,84,Near_Eligible,10,0,0,OJT_Ready_Stage,16.0,100.0
4,7.31,120,70,50,58.33,17.5,30,1,0,1,0,0,5,False,66.0,Developing,30,70,Moderate_Gap,2,80,1,Approaching_OJT,30.0,100.0
6,8.34,120,102,18,85.0,17.0,0,0,1,0,0,0,7,True,89.0,Near_Completion,0,100,Eligible,1,90,1,Approaching_OJT,0.0,100.0
7,7.89,120,112,8,93.33,16.0,0,1,0,0,0,0,8,True,93.0,Near_Completion,0,100,Eligible,1,90,1,Approaching_OJT,0.0,100.0
3,6.63,120,55,65,45.83,18.33,45,1,3,2,0,0,5,False,46.5,Developing,45,55,Moderate_Gap,6,40,2,Moderate_Planning_Gap,22.5,100.0
4,8.04,120,79,41,65.83,19.75,21,1,2,0,0,0,5,False,72.5,Advanced,21,79,Moderate_Gap,3,70,1,Approaching_OJT,21.0,100.0
1,6.22,120,17,103,14.17,17.0,83,1,2,1,0,0,5,False,35.5,Early,83,17,Far_From_Eligible,4,60,4,Long_Term_Planning,20.75,100.0
7,6.35,120,102,18,85.0,14.57,0,3,4,2,0,0,8,False,62.0,Near_Completion,0,100,Eligible,9,10,1,Approaching_OJT,0.0,100.0
1,7.59,120,20,100,16.67,20.0,80,0,0,0,0,0,5,False,50.0,Early,80,20,Far_From_Eligible,0,100,4,Long_Term_Planning,20.0,100.0
5,9.68,120,91,29,75.83,18.2,9,0,0,0,0,0,7,False,85.5,Advanced,9,91,Near_Eligible,0,100,2,Moderate_Planning_Gap,4.5,100.0
3,4.79,120,29,91,24.17,9.67,71,5,7,4,3,2,6,False,0.0,Early,71,29,Far_From_Eligible,21,0,3,Long_Term_Planning,23.67,99.97
3,6.0,120,51,69,42.5,17.0,49,2,3,0,1,0,5,False,48.5,Developing,49,51,Moderate_Gap,6,40,2,Moderate_Planning_Gap,24.5,100.0
4,6.53,120,72,48,60.0,18.0,28,1,2,0,1,0,5,False,64.0,Advanced,28,72,Moderate_Gap,4,60,1,Approaching_OJT,28.0,100.0
6,6.29,120,94,26,78.33,15.67,6,3,4,1,1,0,7,False,59.0,Advanced,6,94,Near_Eligible,9,10,1,Approaching_OJT,6.0,99.98
3,6.73,120,45,75,37.5,15.0,55,2,3,0,0,0,6,False,50.5,Developing,55,45,Far_From_Eligible,5,50,3,Long_Term_Planning,18.33,100.0
2,6.25,120,33,87,27.5,16.5,67,3,4,2,1,0,5,False,22.5,Early,67,33,Far_From_Eligible,10,0,3,Long_Term_Planning,22.33,100.0
6,5.19,120,87,33,72.5,14.5,13,5,5,1,1,0,7,False,47.5,Advanced,13,87,Near_Eligible,12,0,1,Approaching_OJT,13.0,100.0
5,6.16,120,86,34,71.67,17.2,14,3,4,1,0,0,7,False,60.0,Advanced,14,86,Near_Eligible,8,20,2,Moderate_Planning_Gap,7.0,100.0
3,6.43,120,54,66,45.0,18.0,46,3,4,0,1,0,5,False,45.0,Developing,46,54,Moderate_Gap,8,20,2,Moderate_Planning_Gap,23.0,100.0
6,8.1,120,108,12,90.0,18.0,0,0,2,1,0,0,7,False,84.0,Near_Completion,0,100,Eligible,3,70,1,Approaching_OJT,0.0,100.0
4,7.66,120,74,46,61.67,18.5,26,0,0,0,0,0,6,False,77.0,Advanced,26,74,Moderate_Gap,0,100,2,Moderate_Planning_Gap,13.0,100.0
5,8.24,120,100,20,83.33,20.0,0,0,2,0,0,0,7,True,86.0,Near_Completion,0,100,Eligible,2,80,2,Moderate_Planning_Gap,0.0,100.0
7,6.35,120,107,13,89.17,15.29,0,2,3,1,1,0,8,False,70.5,Near_Completion,0,100,Eligible,7,30,1,Approaching_OJT,0.0,99.97
4,7.31,120,70,50,58.33,17.5,30,0,2,0,0,0,5,False,71.0,Developing,30,70,Moderate_Gap,2,80,1,Approaching_OJT,30.0,100.0
5,6.99,120,95,25,79.17,19.0,5,2,2,2,0,0,6,False,65.5,Advanced,5,95,Near_Eligible,6,40,1,Approaching_OJT,5.0,100.0
1,5.93,120,17,103,14.17,17.0,83,4,6,2,1,1,6,False,0.0,Early,83,17,Far_From_Eligible,14,0,5,Long_Term_Planning,16.6,100.0
3,4.37,120,32,88,26.67,10.67,68,5,5,4,3,2,6,False,0.0,Early,68,32,Far_From_Eligible,19,0,3,Long_Term_Planning,22.67,99.97
4,6.79,120,68,52,56.67,17.0,32,3,1,0,0,0,6,False,63.0,Developing,32,68,Moderate_Gap,4,60,2,Moderate_Planning_Gap,16.0,100.0
4,9.08,120,82,38,68.33,20.5,18,0,0,0,0,0,5,False,81.0,Advanced,18,82,Near_Eligible,0,100,1,Approaching_OJT,18.0,100.0
5,5.87,120,73,47,60.83,14.6,27,4,4,3,1,1,7,False,25.5,Advanced,27,73,Moderate_Gap,13,0,2,Moderate_Planning_Gap,13.5,100.0
3,9.14,120,58,62,48.33,19.33,42,0,0,0,0,0,5,False,69.0,Developing,42,58,Moderate_Gap,0,100,2,Moderate_Planning_Gap,21.0,100.0
4,7.06,120,71,49,59.17,17.75,29,0,1,0,0,0,5,False,73.5,Developing,29,71,Moderate_Gap,1,90,1,Approaching_OJT,29.0,100.0
3,5.3,120,40,80,33.33,13.33,60,3,3,2,1,1,5,False,20.0,Developing,60,40,Far_From_Eligible,10,0,2,Moderate_Planning_Gap,30.0,100.0
4,6.63,120,64,56,53.33,16.0,36,2,3,0,1,0,6,False,55.0,Developing,36,64,Moderate_Gap,6,40,2,Moderate_Planning_Gap,18.0,100.0
4,6.5,120,75,45,62.5,18.75,25,1,1,0,0,0,6,False,72.5,Advanced,25,75,Moderate_Gap,2,80,2,Moderate_Planning_Gap,12.5,100.0
4,7.37,120,77,43,64.17,19.25,23,1,0,0,0,0,6,False,75.5,Advanced,23,77,Moderate_Gap,1,90,2,Moderate_Planning_Gap,11.5,100.0
5,8.25,120,95,25,79.17,19.0,5,0,2,0,0,0,6,False,83.5,Advanced,5,95,Near_Eligible,2,80,1,Approaching_OJT,5.0,100.0
4,7.34,120,70,50,58.33,17.5,30,0,2,0,0,0,5,False,71.0,Developing,30,70,Moderate_Gap,2,80,1,Approaching_OJT,30.0,100.0
3,7.72,120,54,66,45.0,18.0,46,0,0,1,0,0,5,False,61.0,Developing,46,54,Moderate_Gap,1,90,2,Moderate_Planning_Gap,23.0,100.0
6,6.86,120,96,24,80.0,16.0,4,3,5,0,0,0,7,False,69.0,Near_Completion,4,96,Near_Eligible,8,20,1,Approaching_OJT,4.0,100.0
3,7.8,120,58,62,48.33,19.33,42,0,2,1,0,0,6,False,59.0,Developing,42,58,Moderate_Gap,3,70,3,Long_Term_Planning,14.0,100.0
3,6.32,120,48,72,40.0,16.0,52,2,4,1,1,0,5,False,39.0,Developing,52,48,Far_From_Eligible,8,20,2,Moderate_Planning_Gap,26.0,100.0
6,3.5,120,80,40,66.67,13.33,20,8,7,2,3,2,6,False,0.0,Advanced,20,80,Near_Eligible,22,0,0,OJT_Ready_Stage,20.0,100.0
4,5.86,120,72,48,60.0,18.0,28,2,4,0,0,0,5,False,62.0,Advanced,28,72,Moderate_Gap,6,40,1,Approaching_OJT,28.0,100.0
1,6.76,120,16,104,13.33,16.0,84,3,4,2,1,0,5,False,14.0,Early,84,16,Far_From_Eligible,10,0,4,Long_Term_Planning,21.0,100.0
4,6.74,120,74,46,61.67,18.5,26,2,1,0,1,0,5,False,64.0,Advanced,26,74,Moderate_Gap,4,60,1,Approaching_OJT,26.0,100.0
5,5.5,120,69,51,57.5,13.8,31,3,4,1,1,0,6,False,46.5,Developing,31,69,Moderate_Gap,9,10,1,Approaching_OJT,31.0,100.0
3,7.11,120,60,60,50.0,20.0,40,1,1,1,0,0,6,False,59.0,Developing,40,60,Moderate_Gap,3,70,3,Long_Term_Planning,13.33,100.0
3,7.16,120,57,63,47.5,19.0,43,1,0,1,0,0,6,False,59.5,Developing,43,57,Moderate_Gap,2,80,3,Long_Term_Planning,14.33,100.0
2,7.39,120,43,77,35.83,21.5,57,0,1,1,0,0,5,False,53.5,Developing,57,43,Far_From_Eligible,2,80,3,Long_Term_Planning,19.0,100.0
7,7.86,120,117,3,97.5,16.71,0,1,1,1,0,0,8,False,87.5,Near_Completion,0,100,Eligible,3,70,1,Approaching_OJT,0.0,100.0
2,5.95,120,33,87,27.5,16.5,67,3,4,2,1,1,6,False,14.5,Early,67,33,Far_From_Eligible,11,0,4,Long_Term_Planning,16.75,100.0
6,7.97,120,102,18,85.0,17.0,0,1,1,0,0,0,6,True,86.0,Near_Completion,0,100,Eligible,2,80,0,OJT_Ready_Stage,0.0,100.0
4,8.98,120,81,39,67.5,20.25,19,0,0,0,0,0,6,False,80.5,Advanced,19,81,Near_Eligible,0,100,2,Moderate_Planning_Gap,9.5,100.0
3,8.58,120,62,58,51.67,20.67,38,0,0,0,0,0,5,False,71.0,Developing,38,62,Moderate_Gap,0,100,2,Moderate_Planning_Gap,19.0,99.98
5,5.98,120,81,39,67.5,16.2,19,4,3,2,1,0,7,False,45.5,Advanced,19,81,Near_Eligible,10,0,2,Moderate_Planning_Gap,9.5,100.0
2,7.53,120,34,86,28.33,17.0,66,0,0,0,0,0,6,False,57.0,Early,66,34,Far_From_Eligible,0,100,4,Long_Term_Planning,16.5,100.0
6,6.45,120,95,25,79.17,15.83,5,2,1,1,0,0,7,False,73.5,Advanced,5,95,Near_Eligible,4,60,1,Approaching_OJT,5.0,100.0
6,9.77,120,107,13,89.17,17.83,0,0,0,0,0,0,7,True,93.5,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
2,6.82,120,34,86,28.33,17.0,66,3,4,1,0,0,6,False,34.0,Early,66,34,Far_From_Eligible,8,20,4,Long_Term_Planning,16.5,100.0
4,6.08,120,65,55,54.17,16.25,35,1,3,0,0,0,5,False,63.5,Developing,35,65,Moderate_Gap,4,60,1,Approaching_OJT,35.0,100.0
5,5.88,120,70,50,58.33,14.0,30,4,6,1,1,1,7,False,32.0,Developing,30,70,Moderate_Gap,13,0,2,Moderate_Planning_Gap,15.0,100.0
3,8.61,120,63,57,52.5,21.0,37,0,0,0,0,0,6,False,71.5,Developing,37,63,Moderate_Gap,0,100,3,Long_Term_Planning,12.33,100.0
3,9.24,120,66,54,55.0,22.0,34,0,0,0,0,0,5,False,73.0,Developing,34,66,Moderate_Gap,0,100,2,Moderate_Planning_Gap,17.0,100.0
3,7.41,120,59,61,49.17,19.67,41,1,0,1,0,0,5,False,60.5,Developing,41,59,Moderate_Gap,2,80,2,Moderate_Planning_Gap,20.5,99.98
5,5.55,120,77,43,64.17,15.4,23,3,6,2,2,1,6,False,27.5,Advanced,23,77,Moderate_Gap,14,0,1,Approaching_OJT,23.0,100.0
7,8.18,120,117,3,97.5,16.71,0,1,2,1,0,0,8,False,85.5,Near_Completion,0,100,Eligible,4,60,1,Approaching_OJT,0.0,100.0
6,6.26,120,107,13,89.17,17.83,0,1,4,1,1,0,7,False,71.5,Near_Completion,0,100,Eligible,7,30,1,Approaching_OJT,0.0,100.0
6,6.8,120,94,26,78.33,15.67,6,2,4,0,0,0,7,False,73.0,Advanced,6,94,Near_Eligible,6,40,1,Approaching_OJT,6.0,99.98
5,9.99,120,98,22,81.67,19.6,2,0,0,0,0,0,7,False,89.0,Near_Completion,2,98,Near_Eligible,0,100,2,Moderate_Planning_Gap,1.0,100.0
2,6.4,120,38,82,31.67,19.0,62,1,2,0,1,0,5,False,47.0,Developing,62,38,Far_From_Eligible,4,60,3,Long_Term_Planning,20.67,100.0
4,6.5,120,57,63,47.5,14.25,43,2,3,1,1,0,6,False,45.5,Developing,43,57,Moderate_Gap,7,30,2,Moderate_Planning_Gap,21.5,100.0
4,6.84,120,63,57,52.5,15.75,37,1,3,2,0,0,6,False,50.5,Developing,37,63,Moderate_Gap,6,40,2,Moderate_Planning_Gap,18.5,100.0
5,4.23,120,64,56,53.33,12.8,36,5,8,2,2,1,6,False,11.0,Developing,36,64,Moderate_Gap,18,0,1,Approaching_OJT,36.0,100.0
6,6.68,120,94,26,78.33,15.67,6,2,3,1,0,0,6,False,69.0,Advanced,6,94,Near_Eligible,6,40,0,OJT_Ready_Stage,6.0,99.98
2,6.34,120,41,79,34.17,20.5,59,1,1,2,1,0,6,False,38.5,Developing,59,41,Far_From_Eligible,5,50,4,Long_Term_Planning,14.75,100.0
2,8.89,120,43,77,35.83,21.5,57,0,0,0,0,0,5,False,61.5,Developing,57,43,Far_From_Eligible,0,100,3,Long_Term_Planning,19.0,100.0
5,5.61,120,80,40,66.67,16.0,20,4,3,3,2,0,7,False,34.0,Advanced,20,80,Near_Eligible,12,0,2,Moderate_Planning_Gap,10.0,100.0
4,5.03,120,50,70,41.67,12.5,50,4,4,1,1,1,6,False,26.0,Developing,50,50,Moderate_Gap,11,0,2,Moderate_Planning_Gap,25.0,100.0
4,6.98,120,69,51,57.5,17.25,31,1,1,2,0,0,6,False,57.5,Developing,31,69,Moderate_Gap,4,60,2,Moderate_Planning_Gap,15.5,100.0
3,6.54,120,55,65,45.83,18.33,45,2,3,2,0,0,5,False,43.5,Developing,45,55,Moderate_Gap,7,30,2,Moderate_Planning_Gap,22.5,100.0
4,7.73,120,74,46,61.67,18.5,26,1,2,1,0,0,5,False,64.0,Advanced,26,74,Moderate_Gap,4,60,1,Approaching_OJT,26.0,100.0
4,6.1,120,67,53,55.83,16.75,33,1,4,2,1,0,6,False,45.5,Developing,33,67,Moderate_Gap,8,20,2,Moderate_Planning_Gap,16.5,100.0
7,5.61,120,106,14,88.33,15.14,0,3,3,2,1,1,8,False,53.0,Near_Completion,0,100,Eligible,10,0,1,Approaching_OJT,0.0,100.0
6,4.79,120,71,49,59.17,11.83,29,7,7,4,3,1,7,False,0.0,Developing,29,71,Moderate_Gap,22,0,1,Approaching_OJT,29.0,100.0
4,7.63,120,70,50,58.33,17.5,30,1,1,1,0,0,5,False,64.0,Developing,30,70,Moderate_Gap,3,70,1,Approaching_OJT,30.0,100.0
5,7.29,120,94,26,78.33,18.8,6,1,0,1,0,0,7,False,78.0,Advanced,6,94,Near_Eligible,2,80,2,Moderate_Planning_Gap,3.0,100.0
5,6.22,120,84,36,70.0,16.8,16,2,3,1,0,0,6,False,64.0,Advanced,16,84,Near_Eligible,6,40,1,Approaching_OJT,16.0,100.0
5,5.67,120,79,41,65.83,15.8,21,3,3,3,2,0,6,False,36.5,Advanced,21,79,Moderate_Gap,11,0,1,Approaching_OJT,21.0,100.0
4,6.67,120,68,52,56.67,17.0,32,2,1,0,0,0,6,False,66.0,Developing,32,68,Moderate_Gap,3,70,2,Moderate_Planning_Gap,16.0,100.0
3,5.71,120,44,76,36.67,14.67,56,5,4,3,1,0,6,False,16.0,Developing,56,44,Far_From_Eligible,13,0,3,Long_Term_Planning,18.67,99.98
5,8.54,120,92,28,76.67,18.4,8,0,0,0,0,0,6,False,86.0,Advanced,8,92,Near_Eligible,0,100,1,Approaching_OJT,8.0,100.0
3,6.21,120,54,66,45.0,18.0,46,3,3,2,1,0,5,False,35.0,Developing,46,54,Moderate_Gap,9,10,2,Moderate_Planning_Gap,23.0,100.0
4,8.89,120,78,42,65.0,19.5,22,0,0,0,0,0,6,False,79.0,Advanced,22,78,Moderate_Gap,0,100,2,Moderate_Planning_Gap,11.0,100.0
5,5.66,120,73,47,60.83,14.6,27,3,6,2,1,1,7,False,30.5,Advanced,27,73,Moderate_Gap,13,0,2,Moderate_Planning_Gap,13.5,100.0
8,5.45,120,108,12,90.0,13.5,0,4,4,1,2,0,8,False,58.0,Near_Completion,0,100,Eligible,11,0,0,OJT_Ready_Stage,0.0,100.0
4,6.72,120,66,54,55.0,16.5,34,2,1,0,1,0,5,False,60.0,Developing,34,66,Moderate_Gap,4,60,1,Approaching_OJT,34.0,100.0
5,6.42,120,89,31,74.17,17.8,11,3,3,2,1,0,7,False,52.5,Advanced,11,89,Near_Eligible,9,10,2,Moderate_Planning_Gap,5.5,100.0
4,8.92,120,76,44,63.33,19.0,24,0,0,0,0,0,6,False,78.0,Advanced,24,76,Moderate_Gap,0,100,2,Moderate_Planning_Gap,12.0,100.0
5,7.06,120,94,26,78.33,18.8,6,1,0,1,0,0,7,False,78.0,Advanced,6,94,Near_Eligible,2,80,2,Moderate_Planning_Gap,3.0,100.0
4,6.56,120,72,48,60.0,18.0,28,2,5,2,0,0,6,False,48.0,Advanced,28,72,Moderate_Gap,9,10,2,Moderate_Planning_Gap,14.0,100.0
5,7.75,120,92,28,76.67,18.4,8,1,1,1,0,0,7,False,75.0,Advanced,8,92,Near_Eligible,3,70,2,Moderate_Planning_Gap,4.0,100.0
7,6.44,120,103,17,85.83,14.71,0,3,3,0,1,0,8,True,71.5,Near_Completion,0,100,Eligible,7,30,1,Approaching_OJT,0.0,100.0
2,9.66,120,43,77,35.83,21.5,57,0,0,0,0,0,5,False,61.5,Developing,57,43,Far_From_Eligible,0,100,3,Long_Term_Planning,19.0,100.0
4,6.52,120,75,45,62.5,18.75,25,1,1,0,0,0,5,False,72.5,Advanced,25,75,Moderate_Gap,2,80,1,Approaching_OJT,25.0,100.0
1,6.93,120,16,104,13.33,16.0,84,3,4,0,0,0,6,False,31.0,Early,84,16,Far_From_Eligible,7,30,5,Long_Term_Planning,16.8,100.0
5,6.27,120,95,25,79.17,19.0,5,1,3,0,0,0,6,False,78.5,Advanced,5,95,Near_Eligible,4,60,1,Approaching_OJT,5.0,100.0
5,8.08,120,94,26,78.33,18.8,6,1,2,0,0,0,7,False,80.0,Advanced,6,94,Near_Eligible,3,70,2,Moderate_Planning_Gap,3.0,100.0
1,6.79,120,17,103,14.17,17.0,83,2,4,0,0,0,6,False,34.5,Early,83,17,Far_From_Eligible,6,40,5,Long_Term_Planning,16.6,100.0
4,8.1,120,82,38,68.33,20.5,18,1,0,1,0,0,6,False,72.0,Advanced,18,82,Near_Eligible,2,80,2,Moderate_Planning_Gap,9.0,100.0
2,8.9,120,36,84,30.0,18.0,64,0,0,0,0,0,5,False,58.0,Developing,64,36,Far_From_Eligible,0,100,3,Long_Term_Planning,21.33,100.0
5,7.51,120,99,21,82.5,19.8,1,0,2,1,0,0,7,False,79.5,Near_Completion,1,99,Near_Eligible,3,70,2,Moderate_Planning_Gap,0.5,100.0
5,4.71,120,62,58,51.67,12.4,38,7,6,4,2,1,6,False,0.0,Developing,38,62,Moderate_Gap,20,0,1,Approaching_OJT,38.0,100.0
5,7.99,120,90,30,75.0,18.0,10,1,1,1,0,0,6,False,74.0,Advanced,10,90,Near_Eligible,3,70,1,Approaching_OJT,10.0,100.0
6,6.91,120,105,15,87.5,17.5,0,2,1,1,0,0,6,False,78.5,Near_Completion,0,100,Eligible,4,60,0,OJT_Ready_Stage,0.0,100.0
6,5.02,120,89,31,74.17,14.83,11,4,5,3,2,1,6,False,26.5,Advanced,11,89,Near_Eligible,15,0,0,OJT_Ready_Stage,11.0,100.0
4,5.94,120,54,66,45.0,13.5,46,4,6,3,1,1,6,False,12.0,Developing,46,54,Moderate_Gap,15,0,2,Moderate_Planning_Gap,23.0,100.0
1,5.43,120,18,102,15.0,18.0,82,5,4,3,2,0,5,False,0.0,Early,82,18,Far_From_Eligible,14,0,4,Long_Term_Planning,20.5,100.0
8,6.11,120,117,3,97.5,14.62,0,1,3,0,1,0,8,True,84.5,Near_Completion,0,100,Eligible,5,50,0,OJT_Ready_Stage,0.0,100.0
2,5.91,120,36,84,30.0,18.0,64,3,5,2,2,0,6,False,17.0,Developing,64,36,Far_From_Eligible,12,0,4,Long_Term_Planning,16.0,100.0
6,7.22,120,100,20,83.33,16.67,0,1,1,1,0,0,7,False,79.0,Near_Completion,0,100,Eligible,3,70,1,Approaching_OJT,0.0,99.98
3,6.39,120,57,63,47.5,19.0,43,1,4,2,1,0,5,False,40.5,Developing,43,57,Moderate_Gap,8,20,2,Moderate_Planning_Gap,21.5,100.0
4,9.12,120,83,37,69.17,20.75,17,0,0,0,0,0,5,False,81.5,Advanced,17,83,Near_Eligible,0,100,1,Approaching_OJT,17.0,100.0
5,8.04,120,90,30,75.0,18.0,10,1,1,1,0,0,7,False,74.0,Advanced,10,90,Near_Eligible,3,70,2,Moderate_Planning_Gap,5.0,100.0
4,6.63,120,61,59,50.83,15.25,39,1,4,1,1,0,5,False,48.5,Developing,39,61,Moderate_Gap,7,30,1,Approaching_OJT,39.0,100.0
4,6.33,120,74,46,61.67,18.5,26,1,3,2,0,0,6,False,56.0,Advanced,26,74,Moderate_Gap,6,40,2,Moderate_Planning_Gap,13.0,100.0
6,9.77,120,113,7,94.17,18.83,0,0,0,0,0,0,7,True,96.5,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
6,7.03,120,100,20,83.33,16.67,0,4,3,0,1,0,7,True,67.0,Near_Completion,0,100,Eligible,8,20,1,Approaching_OJT,0.0,99.98
5,9.74,120,97,23,80.83,19.4,3,0,0,0,0,0,6,False,88.5,Near_Completion,3,97,Near_Eligible,0,100,1,Approaching_OJT,3.0,100.0
5,6.35,120,83,37,69.17,16.6,17,2,2,2,1,0,7,False,54.5,Advanced,17,83,Near_Eligible,7,30,2,Moderate_Planning_Gap,8.5,100.0
5,8.22,120,93,27,77.5,18.6,7,0,2,1,0,0,7,False,76.5,Advanced,7,93,Near_Eligible,3,70,2,Moderate_Planning_Gap,3.5,100.0
7,8.41,120,114,6,95.0,16.29,0,1,2,1,0,0,8,False,84.0,Near_Completion,0,100,Eligible,4,60,1,Approaching_OJT,0.0,99.97
3,7.7,120,57,63,47.5,19.0,43,0,1,0,0,0,5,False,66.5,Developing,43,57,Moderate_Gap,1,90,2,Moderate_Planning_Gap,21.5,100.0
